new_id,id,product_name,segment,family,class,brick
319,12995,"WHAT THE CARAMEL LOW FAT ICE CREAM, WHAT THE CARAMEL",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
320,12996,"SWEETS MEDLEY SEL GRIS, BATATA, SWEET POTATO, PURPLE SWEET POTATO REAL VEGETABLE CHIPS, SWEETS MEDLEY",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable)
321,12997,"COOKIES & CREAM ICE CREAM, COOKIES & CREAM",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
322,12998,"MINT MY COOKIES LOW FAT ICE CREAM, MINT MY COOKIES",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
323,12999,"GOURMET CANDY CANES, WATERMELON, VERY CHERRY, BLUEBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
324,13000,"HONEY ROASTED PEANUTS & MIXED NUTS TOPPINGS, HONEY ROASTED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
325,13003,"CRUNCHY BRAN & RAISIN CEREAL, CRUNCHY BRAN & RAISIN",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
326,13005,"ORIGINAL DARK CHOCOLATE COCONUT CLUSTERS, ORIGINAL DARK CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
327,13006,"MILD GUACAMOLE SALSA, MILD",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
328,13007,"100% PINEAPPLE JUICE FROM CONCENTRATE, PINEAPPLE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
329,13008,"RASPBERRY, APPLE, LEMON, PEACH SOUR GUMMY BEARS CANDY, RASPBERRY, APPLE, LEMON, PEACH",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
330,13012,"GINGER LIME FLAVORED SPARKLING WATER, GINGER LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
331,13013,"ENRICHED MACARONI PRODUCT, ITALIAN PENNE RIGATE",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
332,13018,"100% BLUEBERRY BEET FLAVORED 4 JUICE BLEND FROM CONCENTRATE, BLUEBERRY BEET",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
333,13051,"INTENSE DARK 92% CACAO MOONLIGHT MYSTIQUE DARK CHOCOLATE, INTENSE DARK",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
334,13052,"INTENSE DARK SALTED CARAMEL CASCADE DARK CHOCOLATE WITH CRUNCHY CARAMEL PIECES AND SEA SALT, INTENSE DARK SALTED CARAMEL",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
335,13053,"SEA SALT CARROT CHIPS, SEA SALT",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable)
336,13054,"100% ORANGE CARROT FLAVORED 4 JUICE BLEND FROM CONCENTRATE, ORANGE CARROT",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
337,13071,"ORIGINAL SUPERFOOD OATS, ORIGINAL",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
338,13073,"APPLE CINNAMON PECAN SUPERFOOD OATS, APPLE CINNAMON PECAN",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
339,13074,"CRANBERRY PUMPKIN SEED SUPERFOOD OATS, CRANBERRY PUMPKIN SEED",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
340,13080,FETTUCCINE,Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
341,13086,"BROWN BUTTER SALTED CARAMEL LIGHT ICE CREAM, BROWN BUTTER SALTED CARAMEL",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
342,13087,"SUMMER STRAWBERRY SPARKLING NATURAL SPRING WATER, SUMMER STRAWBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
343,13088,"SUMMER STRAWBERRY FLAVOR SPARKLING MOUNTAIN SPRING WATER, SUMMER STRAWBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
344,13104,"LIVELY LEMON FLAVOR SPARKLING NATURAL SPRING WATER, LIVELY LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
345,13105,"ZESTY LIME NATURAL SPARKLING SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
346,13106,"ZESTY LIME SPARKLING NATURAL SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
347,13107,"BLACK CHERRY FLAVOR SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
348,13108,"MIXED NUTS WITH SEA SALT CASHEWS, ALMONDS, PECANS, PISTACHIOS, HAZELNUTS, MIXED NUTS WITH SEA SALT",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
349,13117,"SUMMER STRAWBERRY SPARKLING NATURAL SPRING WATER, SUMMER STRAWBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
350,13118,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
351,13119,"TRIPLE BERRY SPARKLING NATURAL SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
352,13120,"BLACK CHERRY NATURAL SPARKLING SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
353,13121,"RASPBERRY LIME SPARKLING SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
354,13122,"BLACK CHERRY NATURAL SPARKLING SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
355,13123,"SUMMER STRAWBERRY SPARKLING NATURAL SPRING WATER, SUMMER STRAWBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
356,13124,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
357,13125,"SEA SALT & BLACK PEPPER CRISPY COATED PEANUTS, SEA SALT & BLACK PEPPER",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
358,13127,"MESQUITE BARBECUE CRISPY COATED PEANUTS, MESQUITE BARBECUE",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
359,13136,"SWEETENED CORN CEREAL POPS, SWEETENED CORN",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
360,13142,"NEW YORK STYLE CHEESECAKE, NEW YORK STYLE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
361,13143,"NATURAL FRUIT FLAVORS SWEETENED MULTI-GRAIN CEREAL, NATURAL FRUIT",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
362,13147,"CRANBERRY PINEAPPLE JUICE DRINK FROM CONCENTRATE, CRANBERRY PINEAPPLE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
363,13148,"WHITE CRANBERRY STRAWBERRY FLAVORED JUICE DRINK WITH ANOTHER JUICE FROM CONCENTRATE, WHITE CRANBERRY STRAWBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
364,13149,"RANCH ORGANIC CARROT STICKS, RANCH",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Vegetables - Prepared/Processed,Vegetables - Prepared/Processed (Shelf Stable)
365,13151,"BLUEBERRY MINI BREAKFAST BISCUITS BITES, BLUEBERRY",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
366,13157,"MORNING BISCUITS, OATS & HONEY",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
367,13161,"GINGER ALE AND LEMONADE CAFFEINE FREE SODA, GINGER ALE AND LEMONADE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
368,13166,"NO SUGAR ADDED CRANBERRY BLACKBERRY 100% JUICE FROM CONCENTRATE, CRANBERRY BLACKBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
369,13175,"RASPBERRY LIME SPARKLING NATURAL SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
370,13176,"LIVELY LEMON SPARKLING NATURAL SPRING WATER, LIVELY LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
371,13177,"RASPBERRY LIME SPARKLING NATURAL SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
372,13178,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
373,13181,"BERRIES SWEETENED CORN & OAT CEREAL, BERRIES",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
374,13182,"VANILLA MULTIGRAIN CEREAL, VANILLA",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
375,13187,"ZESTY LIME SPARKLING NATURAL SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
376,13188,"TRIPLE BERRY SPARKLING NATURAL SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
377,13189,"RASPBERRY LIME SPARKLING NATURAL SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
378,13190,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
379,13191,"ZESTY LIME SPARKLING NATURAL SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
380,13192,"LEMON LIME SPARKLING NATURAL SPRING WATER, LEMON LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
381,13193,"BLACK CHERRY SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
382,13196,"HONEY ROASTED CASHEWS, HONEY ROASTED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
383,13197,"WICKED HOT CHIPOTLE PEANUTS, WICKED HOT CHIPOTLE",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
384,13199,"HONEY ROASTED PEANUTS, HONEY ROASTED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
385,13201,"TROPICAL FRUIT & NUT ROASTED PEANUTS, BANANA CHIPS, RAISINS, YOGURT COVERED RAISINS, PINEAPPLE, CASHEWS TRAIL MIX, TROPICAL FRUIT & NUT",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
386,13203,"HONEY ROASTED PEANUTS, HONEY ROASTED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
387,13204,"MINT CHIP MASHUP LOW FAT ICE CREAM, MINT CHIP MASHUP",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
388,13211,"FUDGETASTIC JAVA LOW FAT ICE CREAM, FUDGETASTIC JAVA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
389,13212,"BLUEBERRY FLAVORED FRUIT BITES, BLUEBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
390,13216,"100% CRANBERRY JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
391,13218,"TRIPLE BERRY SPARKLING NATURAL SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
392,13221,"LIVELY LEMON SPARKLING NATURAL SPRING WATER, LIVELY LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
393,13222,"RASPBERRY LIME SPARKLING NATURAL SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
394,13223,"BLACK CHERRY SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
395,13224,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
396,13226,"LEMON LIME NATURAL SPARKLING SPRING WATER, LEMON LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
397,13227,"ZESTY LIME SPARKLING NATURAL SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
398,13228,"HONEY ROASTED PEANUTS, HONEY ROASTED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
399,13237,"SIMPLY BUBBLES SPARKLING NATURAL SPRING WATER, SIMPLY BUBBLES",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
400,13238,"BLACK CHERRY SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
401,13239,"STRAWBERRY FLAVORED FRUIT BITES POUCHES, STRAWBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
402,13240,"LEMON LIME SPARKLING NATURAL SPRING WATER, LEMON LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
403,13241,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
404,13242,"BLACK CHERRY SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
405,13243,"TRIPLE BERRY SPARKLING NATURAL SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
406,13244,"BLACK CHERRY SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
407,13245,"LIVELY LEMON SPARKLING NATURAL SPRING WATER, LIVELY LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
408,13246,"ZESTY LIME SPARKLING NATURAL SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
409,13247,"RASPBERRY LIME SPARKLING NATURAL SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
410,13248,"SIMPLY BUBBLES SPARKLING NATURAL SPRING WATER, SIMPLY BUBBLES",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
411,13249,"TRIPLE BERRY SPARKLING NATURAL SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
412,13250,"LEMON LIME SPARKLING NATURAL SPRING WATER, LEMON LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
413,13251,"BLACK CHERRY SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
414,13253,"STRAWBERRY KIWI FLAVORED BLEND OF APPLE, STRAWBERRY, PINEAPPLE, KIWI AND GRAPE JUICES FROM CONCENTRATE, STRAWBERRY KIWI",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
415,13260,"ORIGINAL FRUIT CHEWS, ORIGINAL",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
416,13262,"MILK CHOCOLATE SILKY SMOOTH PROMISES, MILK CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
417,13265,"ZESTY LIME FLAVOR SPARKLING NATURAL SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
418,13266,"TRIPLE BERRY FLAVOR SPARKLING NATURAL SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
419,13268,"TRIPLE BERRY SPARKLING SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
420,13269,"SIMPLY BUBBLES SPARKLING NATURAL SPRING WATER, SIMPLY BUBBLES",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
421,13270,"TRIPLE BERRY SPARKLING SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
422,13271,"ZESTY LIME FLAVOR SPARKLING NATURAL SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
423,13272,"LEMON SPARKLING SPRING WATER, LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
424,13274,"VANILLA MULTIGRAIN CEREAL, VANILLA",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
425,13276,"RASPBERRY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
426,13277,"BLACK CHERRY FLAVOR SPARKLING MOUNTAIN SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
427,13280,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
428,13281,"BLACK CHERRY FLAVOR SPARKLING MOUNTAIN SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
429,13282,"LEMON LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, LEMON LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
430,13283,"RASPBERRY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
431,13284,"ZESTY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
432,13285,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
433,13286,"SUMMER STRAWBERRY FLAVOR SPARKLING MOUNTAIN SPRING WATER, SUMMER STRAWBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
434,13287,"RASPBERRY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
435,13289,"TRIPLE BERRY FLAVOR SPARKLING MOUNTAIN SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
436,13290,"ZESTY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
437,13291,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
438,13292,"BLACK CHERRY FLAVOR SPARKLING MOUNTAIN SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
439,13293,"RAISIN BRAN WHEAT BRAN CEREAL WITH RAISINS, RAISIN BRAN",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
440,13294,ENGLISH MUFFINS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
441,13298,"RASPBERRY DARK CHOCOLATE SQUARES, RASPBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
442,13299,"SOUR-DOUGH SPECIAL RECIPE 1/2 LOAF BREAD, SOUR-DOUGH",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
443,13304,"WICKED SWEET BOURBON SEASONING, WICKED SWEET BOURBON",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
444,13305,"CROOKED PIG CANE 'N MAPLE SEASONING, CROOKED PIG CANE 'N MAPLE",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
445,13307,"PINEAPPLE 100% JUICE FROM CONCENTRATE, PINEAPPLE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
446,13311,"FRUIT FUSION FRUIT PUNCH FLAVORED JUICE BEVERAGE, FRUIT FUSION",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
447,13312,"100% APPLE JUICE FROM CONCENTRATE, APPLE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
448,13313,HIGH FIBER OAT BRAN HOT CEREAL,Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
449,13314,"OLD FASHIONED ROLLED OATS, OLD FASHIONED",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
450,13332,"MEDIUM SALSA CASERA, MEDIUM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
451,13339,"CLASSIC TRAIL MIX WITH PEANUTS, RAISINS, MILK CHOCOLATE CANDIES & ALMONDS, CLASSIC",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
452,13343,"PEANUT, PRETZEL & SESAME STICK TRAIL MIX WITH PEANUTS, HONEY ROASTED PEANUTS, PRETZEL STICKS & SESAME STICKS, PEANUT, PRETZEL & SESAME STICK",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
453,13344,"FRUIT & NUT TRAIL MIX WITH PEANUTS, RAISINS, GOLDEN RAISINS, BANANA CHIPS, DRIED SWEETENED CRANBERRIES & ALMONDS, FRUIT & NUT",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
454,13345,BOLILLO ROLLS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
455,13352,"BROWN 'N SERVE SPECIAL RECIPE ROLLS, BROWN 'N SERVE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
