new_id,id,product_name,predicted_segment,predicted_family,predicted_class,predicted_brick
860,13202,"COCKTAIL PEANUTS, COCKTAIL",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
861,13203,"HONEY ROASTED PEANUTS, HONEY ROASTED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
862,13204,"MINT CHIP MASHUP LOW FAT ICE CREAM, MINT CHIP MASHUP",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
863,13205,"OH FUDGE COOKIE LOW FAT ICE CREAM, OH FUDGE COOKIE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
864,13206,"SALTED PEANUTS, SALTED",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
865,13207,"SALTED PEANUTS, SALTED",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
866,13208,"DRY ROASTED PEANUTS, DRY ROASTED",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
867,13209,"ROASTED SUNFLOWER KERNELS, ROASTED",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
868,13211,"FUDGETASTIC JAVA LOW FAT ICE CREAM, FUDGETASTIC JAVA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
869,13212,"BLUEBERRY FLAVORED FRUIT BITES, BLUEBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
870,13216,"100% CRANBERRY JUICE BLEND OF 4 JUICES FROM CONCENTRATE, CRANBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
871,13217,"SALTED CASHEWS, SALTED",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
872,13218,"TRIPLE BERRY SPARKLING NATURAL SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
873,13219,"POMEGRANATE LEMONADE SPARKLING NATURAL SPRING WATER, POMEGRANATE LEMONADE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
874,13220,"POMEGRANATE LEMONADE SPARKLING NATURAL SPRING WATER, POMEGRANATE LEMONADE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
875,13221,"LIVELY LEMON SPARKLING NATURAL SPRING WATER, LIVELY LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
876,13222,"RASPBERRY LIME SPARKLING NATURAL SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
877,13223,"BLACK CHERRY SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
878,13224,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
879,13226,"LEMON LIME NATURAL SPARKLING SPRING WATER, LEMON LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
880,13227,"ZESTY LIME SPARKLING NATURAL SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
881,13228,"HONEY ROASTED PEANUTS, HONEY ROASTED",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
882,13229,"MIXED NUTS CASHEWS, ALMONDS, PECANS, BRAZIL NUTS, MACADAMIAS, MIXED NUTS",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
883,13230,"SALTED CASHEWS, SALTED",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
884,13231,WALNUTS,Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
885,13232,WHOLE CASHEWS,Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
886,13236,"STRAWBERRY WHOLE MILK YOGURT, STRAWBERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
887,13237,"SIMPLY BUBBLES SPARKLING NATURAL SPRING WATER, SIMPLY BUBBLES",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
888,13238,"BLACK CHERRY SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
889,13239,"STRAWBERRY FLAVORED FRUIT BITES POUCHES, STRAWBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
890,13240,"LEMON LIME SPARKLING NATURAL SPRING WATER, LEMON LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
891,13241,"ORANGE SPARKLING NATURAL SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
892,13242,"BLACK CHERRY SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
893,13243,"TRIPLE BERRY SPARKLING NATURAL SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
894,13244,"BLACK CHERRY SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
895,13245,"LIVELY LEMON SPARKLING NATURAL SPRING WATER, LIVELY LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
896,13246,"ZESTY LIME SPARKLING NATURAL SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
897,13247,"RASPBERRY LIME SPARKLING NATURAL SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
898,13248,"SIMPLY BUBBLES SPARKLING NATURAL SPRING WATER, SIMPLY BUBBLES",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
899,13249,"TRIPLE BERRY SPARKLING NATURAL SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
900,13250,"LEMON LIME SPARKLING NATURAL SPRING WATER, LEMON LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
901,13251,"BLACK CHERRY SPARKLING NATURAL SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
902,13252,"CHOCOLATE CHIP COOKIE DOUGH WHEY PROTEIN WITH ALMOND BUTTER BAR, CHOCOLATE CHIP COOKIE DOUGH",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
903,13253,"STRAWBERRY KIWI FLAVORED BLEND OF APPLE, STRAWBERRY, PINEAPPLE, KIWI AND GRAPE JUICES FROM CONCENTRATE, STRAWBERRY KIWI",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
904,13256,"ALMOND BUTTER WHEY PROTEIN BAR, ALMOND BUTTER",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
905,13257,"CHOCOLATE PEANUT BUTTER BROWNIE MIX, CHOCOLATE PEANUT BUTTER",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
906,13260,"ORIGINAL FRUIT CHEWS, ORIGINAL",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
907,13261,"PEANUTS, ALMONDS, PISTACHIOS, PECANS AND HAZELNUTS WITH A TOUCH OF SEA SALT HEART HEALTHY MIX",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
908,13262,"MILK CHOCOLATE SILKY SMOOTH PROMISES, MILK CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
909,13264,"POMEGRANATE LEMONADE FLAVOR SPARKLING NATURAL SPRING WATER, POMEGRANATE LEMONADE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
910,13265,"ZESTY LIME FLAVOR SPARKLING NATURAL SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
911,13266,"TRIPLE BERRY FLAVOR SPARKLING NATURAL SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
912,13267,HEAT PEANUTS,Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
913,13268,"TRIPLE BERRY SPARKLING SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
914,13269,"SIMPLY BUBBLES SPARKLING NATURAL SPRING WATER, SIMPLY BUBBLES",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
915,13270,"TRIPLE BERRY SPARKLING SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
916,13271,"ZESTY LIME FLAVOR SPARKLING NATURAL SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
917,13272,"LEMON SPARKLING SPRING WATER, LEMON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
918,13274,"VANILLA MULTIGRAIN CEREAL, VANILLA",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
919,13275,"DRY ROASTED PISTACHIOS, DRY ROASTED",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
920,13276,"RASPBERRY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
921,13277,"BLACK CHERRY FLAVOR SPARKLING MOUNTAIN SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
922,13278,"DARK CHOCOLATE PEPPERMINT BARK GIFTS, DARK CHOCOLATE PEPPERMINT BARK",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
923,13279,"HEAT PEANUTS, SUNFLOWER KERNELS, BBQ SEASONED PORK JERKY PORTABLE PROTEIN PACK, BBQ SEASONED",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
924,13280,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
925,13281,"BLACK CHERRY FLAVOR SPARKLING MOUNTAIN SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
926,13282,"LEMON LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, LEMON LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
927,13283,"RASPBERRY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
928,13284,"ZESTY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
929,13285,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
930,13286,"SUMMER STRAWBERRY FLAVOR SPARKLING MOUNTAIN SPRING WATER, SUMMER STRAWBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
931,13287,"RASPBERRY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, RASPBERRY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
932,13288,"POMEGRANATE LEMONADE FLAVOR SPARKLING MOUNTAIN SPRING WATER, POMEGRANATE LEMONADE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
933,13289,"TRIPLE BERRY FLAVOR SPARKLING MOUNTAIN SPRING WATER, TRIPLE BERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
934,13290,"ZESTY LIME FLAVOR SPARKLING MOUNTAIN SPRING WATER, ZESTY LIME",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
935,13291,"ORANGE FLAVOR SPARKLING MOUNTAIN SPRING WATER, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
936,13292,"BLACK CHERRY FLAVOR SPARKLING MOUNTAIN SPRING WATER, BLACK CHERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
937,13293,"RAISIN BRAN WHEAT BRAN CEREAL WITH RAISINS, RAISIN BRAN",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
938,13294,ENGLISH MUFFINS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
939,13298,"RASPBERRY DARK CHOCOLATE SQUARES, RASPBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
940,13299,"SOUR-DOUGH SPECIAL RECIPE 1/2 LOAF BREAD, SOUR-DOUGH",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
941,13303,"ORGANIC CHOCOLATE MANGO SLICES, MANGO",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
942,13304,"WICKED SWEET BOURBON SEASONING, WICKED SWEET BOURBON",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
943,13305,"CROOKED PIG CANE 'N MAPLE SEASONING, CROOKED PIG CANE 'N MAPLE",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
944,13306,"JALAPENO ALMOND MILK CREAM CHEESE STYLE SPREAD, JALAPENO",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
945,13307,"PINEAPPLE 100% JUICE FROM CONCENTRATE, PINEAPPLE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
946,13311,"FRUIT FUSION FRUIT PUNCH FLAVORED JUICE BEVERAGE, FRUIT FUSION",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
947,13312,"100% APPLE JUICE FROM CONCENTRATE, APPLE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
948,13313,HIGH FIBER OAT BRAN HOT CEREAL,Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
949,13314,"OLD FASHIONED ROLLED OATS, OLD FASHIONED",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
950,13321,"MEDIUM CHEDDAR CHEESE, MEDIUM CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
951,13329,"MINT CHOCOLATE DIP WITH FRESH CREAM BARS, MINT CHOCOLATE DIP",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
952,13331,"HOT AVOCADO HOT SAUCE, HOT AVOCADO",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
953,13332,"MEDIUM SALSA CASERA, MEDIUM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
954,13334,"ORIGINAL CRISPY BITES, ORIGINAL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
955,13335,"FRUITY CEREAL WITH WHITE CHOCOLATY-FLAVORED DRIZZLE CRISPY BAR, FRUITY CEREAL",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
956,13336,"FONTINA CHEESE, FONTINA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
957,13337,"HORSERADISH CHEDDAR CHEESE, HORSERADISH CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
958,13339,"CLASSIC TRAIL MIX WITH PEANUTS, RAISINS, MILK CHOCOLATE CANDIES & ALMONDS, CLASSIC",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
959,13340,"CHOCOLATE CHUNKY COOKIES, CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
960,13342,"DOUBLE CHOCOLATE GRANOLA, DOUBLE CHOCOLATE",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
961,13343,"PEANUT, PRETZEL & SESAME STICK TRAIL MIX WITH PEANUTS, HONEY ROASTED PEANUTS, PRETZEL STICKS & SESAME STICKS, PEANUT, PRETZEL & SESAME STICK",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
962,13344,"FRUIT & NUT TRAIL MIX WITH PEANUTS, RAISINS, GOLDEN RAISINS, BANANA CHIPS, DRIED SWEETENED CRANBERRIES & ALMONDS, FRUIT & NUT",Food/Beverage,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,Nuts/Seeds - Prepared/Processed,Nuts/Seeds - Prepared/Processed (Shelf Stable)
963,13345,BOLILLO ROLLS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
964,13346,"PASSION FRUIT HOT SAUCE, PASSION FRUIT",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
965,13347,"CHILI LEMON HOT SAUCE, CHILI LEMON",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
966,13352,"BROWN 'N SERVE SPECIAL RECIPE ROLLS, BROWN 'N SERVE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
967,13353,"STEAK SPECIAL RECIPE ROLLS, STEAK",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Perishable)
968,13355,"TURKEY HONEY BROWN SUGAR SAUSAGE STICK, TURKEY HONEY BROWN SUGAR",Food/Beverage,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals - Prepared/Processed,Meat/Poultry/Other Animals Sausages - Prepared/Processed
969,13357,"HIGH PROTEIN BARS, SALTED PEANUT BUTTER CHOCOLATE CHIP",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
970,13362,"DARK ALE CHIPOTLE PEPPER CRAFT BBQ SAUCE, DARK ALE CHIPOTLE PEPPER",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
971,13366,"CHOCOLATE ALMOND CARAMEL PROTEIN-RICH MEAL BARS, CHOCOLATE ALMOND CARAMEL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
972,13370,SPANISH QUEEN OLIVES STUFFED WITH ALMOND,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
973,13372,"SWEET SALAD CUBES, SWEET",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
974,13373,"SWEET SALAD CUBES, SWEET",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
975,13374,"SWEET SALAD CUBES, SWEET",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
976,13375,"MINT COOKIE CRUNCH MINT REDUCED FAT ICE CREAM WITH FUDGE DIPPED IN A CHOCOLATE FLAVORED COATING TOPPED WITH COOKIE PIECES ALL INSIDE A CHOCOLATE CONE, MINT COOKIE CRUNCH",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
977,13376,"CINNAMON CEREAL FLAVORED REDUCED FAT ICE CREAM DIPPED IN A VANILLA FLAVORED COATING TOPPED WITH CINNAMON CEREAL PIECES ALL INSIDE A CINNAMON MINI CONES, CINNAMON CEREAL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
978,13391,"TRIPLE CHOCOLATE A TRIO OF MILK, DARK AND CHOCOLATE PREMIUM ICE CREAM, TRIPLE CHOCOLATE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
979,13392,"MACARONI PRODUCT, PENNE ZITI RIGATE PASTA",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
980,13393,"MINT COOKIE VANILLA, DARK CHOCOLATE & MINT PREMIUM ICE CREAM, MINT COOKIE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
981,13394,"AMERICAN DREAM BLUEBERRY, VANILLA, & STRAWBERRY PREMIUM ICE CREAM, AMERICAN DREAM",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Ice Cream/Frozen Desserts (Frozen)
982,13406,TWIN DEMI BAGUETTE,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
983,13407,"ORGANIC ESSENTIAL GREENS CELERY, CUCUMBER, SPINACH, ROMAINE, KALE, LIME, PARSLEY VEGETABLE & FRUIT JUICE BLEND, ESSENTIAL GREENS",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
984,13410,"COCONUT GREEK YOGURT DRINK, COCONUT",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
985,13411,"VANILLA MAPLE GREEK YOGURT DRINK, VANILLA MAPLE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Yogurts,
986,13415,"ORGANIC ORANGE, PINEAPPLE, MANGO, APPLE, ACEROLA CHERRY FRUIT JUICE SMOOTHIE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
987,13416,"RED FAJITA CASERO SEASONING, RED FAJITA",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
988,13417,"CINNAMON ALMOND ENERGY GRANOLA, CINNAMON ALMOND",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
989,13419,"CHEDDAR CHEESE FLAVORED BAKED PUFFS CORN SNACKS, CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
990,13423,"BLUEBERRY CRISP ENERGY GRANOLA, BLUEBERRY CRISP",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
991,13424,"ZESTY KOSHER DILL MUNCHIES, ZESTY KOSHER DILL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
992,13425,"BUFFALO KOSHER DILL, BUFFALO",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
993,13426,"POLLO ASADO CASERO SEASONING, POLLO ASADO",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
994,13433,"GOURMET CARAMEL CORN, CARAMEL",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
995,13435,"WHITE CHOCOLATE MACADAMIA NUT ENERGY GRANOLA, WHITE CHOCOLATE MACADAMIA NUT",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
